K;covariance;silhouette;Cal-Harabasz;BIC;DBCV;perplexity;wordEmbedding;docEmbedding;docEmbedding2
6;full;0.32884515847946216;7120.22157718371;167866.32139287438;-0.7859649158051826;150;glove;WMD;Distance
8;diag;0.3314930592685601;7714.152445189529;167873.6837775226;-0.8221319002353322;150;glove;WMD;Distance
9;spherical;0.34343320596686194;8065.591240950266;167929.23496871846;-0.8091623651516483;150;glove;WMD;Distance
10;spherical;0.34081152358063627;8054.8001230960435;167941.20358810655;-0.7555629914349329;150;glove;WMD;Distance
9;tied;0.33930428457522593;8046.220152053793;167945.48218068553;-0.8018165596361257;150;glove;WMD;Distance
10;tied;0.34166630967526423;8099.822603490917;167948.4172221393;-0.7862626719499473;150;glove;WMD;Distance
7;diag;0.33491522423148606;7295.898226555091;167958.24567703909;-0.7998190611678664;150;glove;WMD;Distance
5;full;0.35817560537108784;7422.338950249191;167971.8480713515;-0.7992939328919687;150;glove;WMD;Distance
6;diag;0.3530068710649522;7399.350757176625;168012.001221012;-0.825666008039878;150;glove;WMD;Distance
5;diag;0.3527594062263998;7233.971144198642;168024.87371698432;-0.8704422512325992;150;glove;WMD;Distance
8;tied;0.35082604685810137;8172.981702140795;168064.6211601398;-0.8201568141828744;150;glove;WMD;Distance
8;spherical;0.35322642770329904;8199.381516794263;168082.16405059738;-0.7709979652834359;150;glove;WMD;Distance
7;tied;0.36434308007638955;8276.817856900783;168187.57333223923;-0.7549817430467679;150;glove;WMD;Distance
7;spherical;0.36273140734294274;8257.9132647028;168213.84638251178;-0.7562805911842572;150;glove;WMD;Distance
6;spherical;0.31592283458926057;7221.7377031350925;168351.44210090677;-0.7833383139098311;150;glove;WMD;Distance
4;diag;0.3675794133220938;7800.921740096922;168439.90370038603;-0.8295572637675621;150;glove;WMD;Distance
6;tied;0.32520503948591134;7442.853018682681;168454.11472252852;-0.8678115465006911;150;glove;WMD;Distance
4;full;0.3687715812575151;7845.952391324114;168464.257386967;-0.8735893013289255;150;glove;WMD;Distance
5;tied;0.33292827666300545;7396.347566723234;168481.00645622055;-0.8623119460630776;150;glove;WMD;Distance
5;spherical;0.3441911439193115;7580.2548468468985;168610.25950300135;-0.8563143300485553;150;glove;WMD;Distance
4;tied;0.3603657199132493;7733.771557166725;168674.420896423;-0.8665073264955325;150;glove;WMD;Distance
4;spherical;0.3681816405834791;7936.114354549952;168734.20128959545;-0.8507089696361444;150;glove;WMD;Distance
3;full;0.37987429701849024;7533.486317840717;168735.58462419987;-0.8638659136449582;150;glove;WMD;Distance
3;diag;0.3758308610131194;7323.029198644436;168935.69682187596;-0.877882686675042;150;glove;WMD;Distance
3;spherical;0.3772372564446419;7436.466804448608;169250.2856956573;-0.8350854922649437;150;glove;WMD;Distance
